date,window_start,window_end,n_days,lambda,omega,alpha,beta,sigma0,mu_p,rf_mean,persist_p,persist_q,uncond_var_p,uncond_var_q,q_stationary
2018-10-01,2017-04-03,2018-10-01,378,0.17195783195179354,4.2270233317949725e-05,0.20079435316366645,0.5159063526914093,0.009612180196302576,0.51300087904104,0.014554232804232802,0.7167007058550757,0.7226380936716594,0.00014920698424446483,0.00015240100516150293,True
2018-10-31,2017-05-01,2018-10-31,381,0.14304717147568252,4.243745813066294e-05,0.22500003760285922,0.5573256792338217,0.021060661267531547,0.4696478718441558,0.01536062992125984,0.782325716836681,0.7869297785912477,0.00019495852938595644,0.0001991712302642763,True
2018-11-30,2017-05-31,2018-11-30,381,0.13823971243301159,3.111000417148467e-05,0.1818879163033075,0.6707737903012649,0.018710069385703163,0.4737090274022711,0.016172965879265092,0.8526617066045724,0.8561376243537122,0.0002111467660887819,0.00021624836953877612,True
2018-12-31,2017-07-03,2018-12-31,377,0.13451213555787028,2.941911057520075e-05,0.20813697722113816,0.6779346900801732,0.026866739127522455,0.48780926559220983,0.01695119363395225,0.8860716673013114,0.88983759674003,0.00025822470915120617,0.00026705218572415496,True
2019-01-31,2017-08-01,2019-01-31,378,0.12856400201333673,3.2447132951406696e-05,0.21185997139576485,0.6723646415262435,0.020910688772952365,0.48418382038006486,0.01767804232804233,0.8842246129220084,0.8877263833849529,0.00028025933465071305,0.0002890005143653498,True
2019-02-28,2017-08-29,2019-02-28,377,0.14594638688007366,3.5043227071425935e-05,0.21333024458661703,0.6583031536020795,0.011720766568468903,0.5562306323165116,0.0184053050397878,0.8716333981886966,0.876177406603898,0.0002729933376513216,0.00028301157414240615,True
2019-03-31,2017-10-02,2019-03-29,375,0.15031242333927083,3.944149368551351e-05,0.21526695916125416,0.64289343554294,0.013175917794276725,0.5807480279728796,0.0192376,0.8581603947041941,0.8630240986238383,0.0002780710902519677,0.00028794476465754165,True
2019-04-30,2017-10-31,2019-04-30,375,0.14764196747181801,1.958023214275556e-05,0.26009118214261023,0.6869418763313927,0.014162747178180363,0.5604726071200573,0.01998986666666667,0.947033058474003,0.9527025652214027,0.0003696689213808056,0.0004139808476804725,True
2019-05-31,2017-12-01,2019-05-31,375,0.1361956960321547,1.9894485100580676e-05,0.22736207177084364,0.7078459853313003,0.01109776685813717,0.5213923606024933,0.020668799999999998,0.9352080571021439,0.9394254570175322,0.00030705183716969503,0.0003284298010525441,True
2019-06-30,2018-01-02,2019-06-28,375,0.14158692501203585,2.6301024149026357e-05,0.2292066582124344,0.6864688178636011,0.014697303541966253,0.5530474472112519,0.02113706666666667,0.9156754760760355,0.9202703492533065,0.0003119024327103467,0.00032987757882680936,True
2019-07-31,2018-02-01,2019-07-31,376,0.12477277241885541,2.4119553426426127e-05,0.21505686722136033,0.7019519454789557,0.010416063094441987,0.4792250884870285,0.021535904255319146,0.917008812700316,0.9203568706416094,0.00029062788726385604,0.00030284537562416967,True
2019-08-31,2018-03-01,2019-08-30,379,0.11944082590689782,2.0833439107963907e-05,0.18708667228855094,0.7403448569769531,0.015574325207394062,0.4554577382318115,0.02172480211081794,0.927431529265504,0.9301005284790351,0.0002870866492996188,0.0002980485925664739,True
2019-09-30,2018-04-02,2019-09-30,378,0.11414707064960089,1.5111228227316758e-05,0.1355192156654695,0.7981235012931783,0.012641220960565153,0.4151435232886302,0.02184656084656085,0.9336427169586479,0.9354084718616771,0.00022772524031612076,0.00023395062267231122,True
