ticker,trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
MSFT,2018-10-05,112.79,113.0,28,0.0223,3.2,3.46990553332629,0.26990553332628986,0.2381,26.468
MSFT,2018-10-12,105.91,106.0,28,0.0227999999999999,4.15,3.283434975129916,-0.8665650248700842,0.2158,26.6337
MSFT,2018-10-19,108.5,108.0,35,0.0231,4.35,4.188654049913058,-0.16134595008694141,0.2452,32.8973
MSFT,2018-10-26,108.3,108.0,28,0.0233,3.525,3.6179628560201427,0.09296285602014276,0.1951,26.7558
MSFT,2018-11-02,105.92,106.0,28,0.0233,3.04,3.9731985780081946,0.9331985780081946,0.2037,26.1889
MSFT,2018-11-09,111.75,112.0,28,0.0236,2.51,4.177556038796532,1.6675560387965325,0.258,26.4101
MSFT,2018-11-16,107.28,107.0,28,0.0236,3.9,4.172921245502135,0.2729212455021348,0.1625,26.2417
MSFT,2018-11-26,103.07,103.0,32,0.0241,3.875,4.138873712613035,0.2638737126130346,0.1609,30.0326
MSFT,2018-12-03,110.89,111.0,32,0.0237999999999999,3.375,4.8667793348633355,1.4917793348633355,0.264,29.5665
MSFT,2018-12-10,104.82,105.0,32,0.0241,4.025,4.546279239039503,0.5212792390395027,0.1275,30.875
MSFT,2018-12-17,106.03,106.0,25,0.024,3.6,4.296364270158982,0.6963642701589818,0.2025,23.2603
MSFT,2018-12-24,98.23,98.0,31,0.0245,4.375,4.46713360958569,0.09213360958568995,0.1801,30.6704
MSFT,2019-01-02,101.57,102.0,30,0.0242,4.4,5.560622140504079,1.1606221405040786,0.1886,28.6234
MSFT,2019-01-09,102.8,103.0,30,0.0245,4.15,5.583115618207127,1.4331156182071263,0.2183,28.0354
MSFT,2019-01-16,105.01,105.0,30,0.0243,3.725,5.729192666859203,2.0041926668592027,0.1711,27.5772
MSFT,2019-01-24,106.71,107.0,29,0.0237,3.425,5.790873528112956,2.3658735281129566,0.1956,27.2956
MSFT,2019-01-31,106.38,106.0,29,0.0241,3.7,4.53936875106972,0.8393687510697196,0.1452,27.2784
MSFT,2019-02-07,106.03,106.0,29,0.0242,2.385,4.214606714663857,1.829606714663857,0.2026,26.6982
MSFT,2019-02-14,106.81,107.0,36,0.0243,2.485,4.469933441778495,1.984933441778495,0.1646,34.1575
MSFT,2019-02-22,109.41,109.0,28,0.0246,2.725,4.590592083992704,1.8655920839927043,0.2369,26.0018
MSFT,2019-03-01,112.03,112.0,28,0.0243999999999999,2.6,2.5981665633309414,-0.0018334366690586634,0.1015,26.7423
MSFT,2019-03-08,110.39,110.0,28,0.0246,2.805,2.762010609183984,-0.04298939081601638,0.1121,26.528
MSFT,2019-03-15,114.59,115.0,28,0.0245,2.015,2.4448636613115013,0.4298636613115012,0.0998,27.0415
MSFT,2019-03-22,120.22,120.0,27,0.0246,2.76,2.8825231948686625,0.1225231948686627,0.0549,26.0069
