date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2014-01-02,2012-07-03,2014-01-02,379,0.21883606893495774,0.17987540412722344,3.324538258575198,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,0.009204038125914148,0.012498099498305049,20,True,True
2014-01-31,2012-08-01,2014-01-31,379,0.2555266247974054,0.18115390940016013,3.324538258575198,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.015217290991652857,-0.0119289651126121,24,True,True
2014-02-28,2012-08-29,2014-02-28,378,0.23905461432374742,0.18348116343123963,3.3333333333333335,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.027909973702818877,-0.024390981736576722,19,True,True
2014-03-31,2012-10-01,2014-03-31,377,0.30502217695782746,0.1864577540425834,3.3421750663129974,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.03552219305120348,-0.03178933690536134,22,True,True
2014-04-30,2012-10-31,2014-04-30,377,0.2999669905152236,0.18841070672874,2.673740053050398,-0.009845115996580445,0.09079154505269556,-0.005707215284722511,-0.03387676480895824,-0.029316884421026645,19,True,True
2014-05-31,2012-12-03,2014-05-30,376,0.37996908557616854,0.18128569738914813,3.351063829787234,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.027275421220468225,-0.023771710152853065,15,True,True
2014-06-30,2012-12-31,2014-06-30,378,0.3921369490366854,0.1797135403745121,3.3333333333333335,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.026843968746496097,-0.023350423165915846,13,True,True
2014-07-31,2013-02-01,2014-07-31,378,0.39286437256264567,0.17833506357641055,3.3333333333333335,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.028361950935429536,-0.024831835165400107,20,True,True
2014-08-31,2013-03-01,2014-08-29,380,0.41534418468782547,0.1766885380932069,3.3157894736842106,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.029022857475466964,-0.02547611725460064,20,True,True
2014-09-30,2013-04-01,2014-09-30,381,0.4085721715804336,0.1791822180081623,3.3070866141732282,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-0.02573055616324089,-0.02226240364272425,17,True,True
2014-10-31,2013-05-01,2014-10-31,382,0.2874815498453508,0.17462382500499132,2.6387434554973823,-0.009845115996580445,0.09079154505269556,-0.005707215284722511,-0.03344122509664388,-0.028894021295961636,18,True,True
2014-11-30,2013-05-31,2014-11-28,380,0.2627248701473326,0.17230158700166165,2.6526315789473687,-0.009845115996580445,0.09079154505269556,-0.005707215284722511,-0.04055541087400857,-0.0357781331778938,18,True,True
2014-12-31,2013-07-01,2014-12-31,381,0.25215411765019025,0.17328711436998065,2.645669291338583,-0.009845115996580445,0.09079154505269556,-0.005707215284722511,-0.04198446580165595,-0.03715507509087601,20,True,True
