date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2018-10-01,2017-04-03,2018-10-01,378,0.32112713357878214,12.082452801528623,0.13917164224918452,3.205744139428516,-0.47275337136044426,0.03664029702129081
