date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
2018-10-01,2017-04-03,2018-10-01,378,0.32112713357878214,14.38240883997672,0.0999795556912543,0.9235019596167467,-0.9899999999999999,0.004007244958766233,6.0,0.01641141028167523,0.044047327415219203,0.01753343099324889
2018-10-31,2017-05-01,2018-10-31,381,0.2937341490088637,19.999999999999996,0.02935463044490028,3.999999999986195,-0.5112238034422676,0.3254860046221208,4.6299212598425195,0.008483948132570949,0.049819203218645865,0.009772365378007075
2018-11-30,2017-05-31,2018-11-30,381,0.11418621079817849,19.999999999999996,0.07544417500954535,2.4093229150261224,-0.4948020156124765,0.14972736900908762,4.6299212598425195,-0.00956025357308026,0.05619613571569332,-0.00794948512267657
2018-12-31,2017-07-03,2018-12-31,377,0.07580395241847175,19.999999999980098,0.18981920999409715,3.9999999946587654,-0.6119105296082625,0.33295267511279464,3.3421750663129974,-0.008796800296079432,0.06576383040245233,-0.006612400825458442
2019-01-31,2017-08-01,2019-01-31,378,0.08994102876989363,19.999999999999996,0.00010000000000237883,3.9999999999999996,-0.5225313143234843,0.2546390016711805,3.3333333333333335,0.003567342582859734,0.08356572024396623,0.007083930549395934
2019-02-28,2017-08-29,2019-02-28,377,0.06190275038059058,19.99999999999921,0.02588444913406456,1.1584533548518767,-0.9024283085580685,0.025685311811193254,3.3421750663129974,0.003567342582859734,0.08356572024396623,0.007083930549395934
2019-03-31,2017-10-02,2019-03-29,375,0.15576893669898945,19.999999999998124,0.03153273327906237,3.999999999984996,-0.36268905670927104,0.13010032228618923,3.36,0.003567342582859734,0.08356572024396623,0.007083930549395934
2019-04-30,2017-10-31,2019-04-30,375,0.13985378454532554,19.999999999999996,0.0001000000000017487,3.9999999999999996,-0.5603293024888132,0.18632479816868666,3.36,0.003567342582859734,0.08356572024396623,0.007083930549395934
2019-05-31,2017-12-01,2019-05-31,375,0.027947594279138555,19.999999999999996,0.05168581288766754,1.1997329880983507,-0.989999999999693,0.10343063307251213,4.032,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-06-30,2018-01-02,2019-06-28,375,0.1207106709044247,19.92357716492982,0.05917801416661747,1.2657344081236779,-0.9516147900426085,0.059839141193325354,4.032,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-07-31,2018-02-01,2019-07-31,376,0.17689548687403686,19.999999999999996,0.00010000000000000196,3.9999999999999902,-0.5586005218163488,0.15416218186702974,4.0212765957446805,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-08-31,2018-03-01,2019-08-30,379,0.12060112010483834,19.999999999997904,0.07692309102876786,1.4041196097456334,-0.9899999999999999,0.07925249735674209,3.9894459102902373,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-09-30,2018-04-02,2019-09-30,378,0.20773796769561148,17.600509224492704,0.08795799291937906,1.6352960595498327,-0.9899999999999999,0.032613172071075704,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
