date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u,ai_loss,ai_adam
2008-08-01,2007-02-02,2008-08-01,378,0.47537999733427383,0.5246200026657262,0.44828244206683776,0.5517175579331622,0.0075409630680501345,0.021852123020699023,0.005185593313647086,0.030065200024741483,0.0,0.4906166219839142,1.2466927024757237,1.0
2008-08-31,2007-03-01,2008-08-29,380,0.4686540324376541,0.531345967562346,0.44501046848335113,0.5549895315166489,0.008570350502442512,0.02562381394715986,0.004721873099895182,0.033458993579139354,0.0,0.4893048128342246,2.1397238524223328,1.0
2008-09-30,2007-04-02,2008-09-30,379,0.5154173239205965,0.48458267607940353,0.46900116461980257,0.5309988353801974,0.009591254722207242,0.02094660827110389,0.005581110647749792,0.029919297894543534,1.0,0.4932975871313673,0.7636552657986706,1.0
2008-10-31,2007-05-01,2008-10-31,382,0.4033817327864521,0.5966182672135478,0.4844563264294306,0.5155436735705694,0.008721814034260537,0.03554134037783563,0.005672969678158095,0.0440720153395376,0.0,0.46808510638297873,2.1084289608671014,1.0
2008-11-30,2007-05-31,2008-11-28,380,0.38541092286912754,0.6145890771308724,0.491574140437288,0.508425859562712,0.010383030902994864,0.03897742317144156,0.005947443812800497,0.04922059441570418,0.0,0.45454545454545453,2.183008544364166,1.0
2008-12-31,2007-07-02,2008-12-31,380,0.41097247030777817,0.5890275296922218,0.478757926817608,0.521242073182392,0.011233697673351674,0.03743675075783942,0.006752112397495237,0.0475449225332983,1.0,0.45866666666666667,1.60836533069841,1.0
2009-01-31,2007-08-01,2009-01-30,379,0.41907687406834526,0.5809231259316547,0.47444288683706337,0.5255571131629366,0.013037285401324343,0.039990616685386185,0.007352263884566827,0.05362963125541048,0.0,0.46524064171123,1.9559887276585122,1.0
2009-02-28,2007-08-29,2009-02-27,378,0.4213270097652911,0.578672990234709,0.46339569088958676,0.5366043091104132,0.01285192541323307,0.034893324030058535,0.007863877948048036,0.048324773799702514,0.0,0.46380697050938335,1.10383132601247,1.0
2009-03-31,2007-10-01,2009-03-31,378,0.4272850684797735,0.5727149315202265,0.4602587192751014,0.5397412807248986,0.012769310016999193,0.0331460742188089,0.008454269003680152,0.0433595518012907,1.0,0.4625668449197861,0.5543343126412553,1.0
2009-04-30,2007-10-31,2009-04-30,377,0.45480436670568863,0.5451956332943113,0.4517465530758136,0.5482534469241864,0.016373820342702353,0.031275088590385296,0.009361233214496816,0.041874212637539904,1.0,0.450402144772118,0.44654106993791,1.0
2009-05-31,2007-12-03,2009-05-29,375,0.42413866263527383,0.5758613373647261,0.4801924428931845,0.5198075571068155,0.015417388256344675,0.041609444461798054,0.007885581399048045,0.05455593061652444,1.0,0.4555256064690027,1.6567051756093363,1.0
2009-06-30,2007-12-31,2009-06-30,378,0.43783351821725836,0.5621664817827416,0.46154264586262683,0.5384573541373732,0.01529138238632261,0.03834569096364028,0.008563252067207018,0.05129610148541795,0.0,0.46112600536193027,1.2473876319144823,1.0
2009-07-31,2008-02-01,2009-07-31,378,0.40700620663754555,0.5929937933624545,0.4790343581138937,0.5209656418861063,0.012444629238586377,0.04422000918168125,0.00821316741119866,0.0582803633921074,0.0,0.4745308310991957,1.9900353465789822,1.0
