ticker,date,window_start,window_end,n_days,mu,sigma
AAPL,2013-01-02,2012-07-03,2013-01-02,127,-0.1337198412143494,0.2931264994963796
AAPL,2013-01-03,2012-07-05,2013-01-03,127,-0.18186480868963179,0.2931173583315714
AAPL,2013-01-04,2012-07-05,2013-01-04,128,-0.2360607577827108,0.2945049733442449
AAPL,2013-01-07,2012-07-09,2013-01-07,127,-0.27092806874414077,0.2944935435745118
AAPL,2013-01-08,2012-07-09,2013-01-08,128,-0.26352105882269206,0.2933793263352651
AAPL,2013-01-09,2012-07-10,2013-01-09,128,-0.32039043284963614,0.2934087138249496
AAPL,2013-01-10,2012-07-11,2013-01-10,128,-0.27783625995807326,0.2938029261773374
AAPL,2013-01-11,2012-07-12,2013-01-11,128,-0.27767115692874283,0.29380004333313203
AAPL,2013-01-14,2012-07-16,2013-01-14,127,-0.3536643536422779,0.2984588593851288
AAPL,2013-01-15,2012-07-16,2013-01-15,128,-0.41401479694605303,0.3003769061828996
AAPL,2013-01-16,2012-07-17,2013-01-16,128,-0.34024879235922545,0.3061218465618771
AAPL,2013-01-17,2012-07-18,2013-01-17,128,-0.3536558450902179,0.3062091905388994
AAPL,2013-01-18,2012-07-19,2013-01-18,128,-0.36197387512671,0.3062588341445134
AAPL,2013-01-22,2012-07-23,2013-01-22,127,-0.3395586564322829,0.30642533024321805
AAPL,2013-01-23,2012-07-24,2013-01-23,127,-0.30202009801687224,0.3076519206428862
AAPL,2013-01-24,2012-07-25,2013-01-24,127,-0.5541268046957012,0.35850634457711217
AAPL,2013-01-25,2012-07-26,2013-01-25,127,-0.5138708482149347,0.3548797074004268
AAPL,2013-01-28,2012-07-30,2013-01-28,126,-0.5083481566305492,0.35686607882324756
AAPL,2013-01-29,2012-07-30,2013-01-29,127,-0.4674612031996258,0.35663028802960345
AAPL,2013-01-30,2012-07-31,2013-01-30,127,-0.5068951035094517,0.3556567805640136
AAPL,2013-01-31,2012-08-01,2013-01-31,127,-0.5644978862368901,0.3534126854653854
AAPL,2013-02-01,2012-08-02,2013-02-01,127,-0.5597860282820473,0.35337141961468577
AAPL,2013-02-04,2012-08-06,2013-02-04,126,-0.6437701945168008,0.3555510633813642
AAPL,2013-02-05,2012-08-06,2013-02-05,127,-0.5702714762993919,0.35796050088315134
AAPL,2013-02-06,2012-08-07,2013-02-06,127,-0.5943508408750662,0.3574646942099902
AAPL,2013-02-07,2012-08-08,2013-02-07,127,-0.5309769679276415,0.3602351472311118
AAPL,2013-02-08,2012-08-09,2013-02-08,127,-0.4991753477463439,0.3609786981760657
AAPL,2013-02-11,2012-08-13,2013-02-11,126,-0.4968991289714477,0.36264531295360464
AAPL,2013-02-12,2012-08-13,2013-02-12,127,-0.5433580523600915,0.3627060255266058
AAPL,2013-02-13,2012-08-14,2013-02-13,127,-0.573450303769777,0.3620452197562169
AAPL,2013-02-14,2012-08-15,2013-02-14,127,-0.5805505743847159,0.36198237184410575
AAPL,2013-02-15,2012-08-16,2013-02-15,127,-0.605384405654545,0.3623463615354004
AAPL,2013-02-19,2012-08-20,2013-02-19,126,-0.6649750837907309,0.36224951131029354
AAPL,2013-02-20,2012-08-21,2013-02-20,126,-0.7659117315924489,0.3612490340486852
AAPL,2013-02-21,2012-08-22,2013-02-21,126,-0.7508605896735965,0.36095541943702714
AAPL,2013-02-22,2012-08-23,2013-02-22,126,-0.7683518242948661,0.36007613167783653
AAPL,2013-02-25,2012-08-27,2013-02-25,125,-0.7935384837904459,0.3619875002224215
AAPL,2013-02-26,2012-08-27,2013-02-26,126,-0.7595647981909837,0.3613360989042542
